car,overall_position,class_position,team,vehicle,class,race,event_duration,season,laps,total_time,gap_first,gap_car_ahead,tyres,status,fl_lap_number,fl_time,fl_kph_average,season_race,fl_time_seconds
AF Corse #71,10,5,AF Corse,Ferrari 488 GTE Evo,LMGTE Pro,Bahrain,8,2019-2020,235,8:01:58.111,28 Laps,1'10.549,Michelin,Classified,120.0,00:01:57.840000,165.3,Bahrain-2019-2020,117.84
Aston Martin Racing #97,11,7,Aston Martin Racing,Aston Martin Vantage AMR,LMGTE Pro,Bahrain,8,2019-2020,234,8:00:43.080,29 Laps,1 Laps,Michelin,Classified,185.0,00:01:57.392000,166.0,Bahrain-2019-2020,117.392
Aston Martin Racing #95,12,9,Aston Martin Racing,Aston Martin Vantage AMR,LMGTE Pro,Bahrain,8,2019-2020,233,8:00:43.248,30 Laps,1 Laps,Michelin,Classified,3.0,00:01:57.892000,165.3,Bahrain-2019-2020,117.892
Team Project 1 #56,13,1,Team Project 1,Porsche 911 RSR,LMGTE Am,Bahrain,8,2019-2020,232,8:00:52.072,31 Laps,1 Laps,Michelin,Classified,181.0,00:01:58.199000,164.8,Bahrain-2019-2020,118.199
AF Corse #83,14,3,AF Corse,Ferrari 488 GTE Evo,LMGTE Am,Bahrain,8,2019-2020,232,8:01:27.695,31 Laps,35.623,Michelin,Classified,214.0,00:01:58.176000,164.9,Bahrain-2019-2020,118.176
Dempsey - Proton Racing #88,15,5,Dempsey - Proton Racing,Porsche 911 RSR,LMGTE Am,Bahrain,8,2019-2020,232,8:01:28.705,31 Laps,1.010,Michelin,Classified,126.0,00:01:57.430000,165.9,Bahrain-2019-2020,117.43
AF Corse #54,16,7,AF Corse,Ferrari 488 GTE Evo,LMGTE Am,Bahrain,8,2019-2020,232,8:02:02.226,31 Laps,33.521,Michelin,Classified,119.0,00:01:58.466000,164.5,Bahrain-2019-2020,118.466
Gulf Racing #86,17,9,Gulf Racing,Porsche 911 RSR,LMGTE Am,Bahrain,8,2019-2020,232,8:02:04.387,31 Laps,2.161,Michelin,Classified,179.0,00:01:57.711000,165.5,Bahrain-2019-2020,117.711
Team Project 1 #57,18,11,Team Project 1,Porsche 911 RSR,LMGTE Am,Bahrain,8,2019-2020,231,8:00:28.092,32 Laps,1 Laps,Michelin,Classified,94.0,00:01:58.394000,164.6,Bahrain-2019-2020,118.394
AF Corse #51,19,11,AF Corse,Ferrari 488 GTE Evo,LMGTE Pro,Bahrain,8,2019-2020,231,8:00:33.331,32 Laps,5.239,Michelin,Classified,63.0,00:01:57.940000,165.2,Bahrain-2019-2020,117.94
Dempsey - Proton Racing #77,20,13,Dempsey - Proton Racing,Porsche 911 RSR,LMGTE Am,Bahrain,8,2019-2020,231,8:00:35.014,32 Laps,1.683,Michelin,Classified,126.0,00:01:58.279000,164.7,Bahrain-2019-2020,118.279
TF Sport #90,21,15,TF Sport,Aston Martin Vantage AMR,LMGTE Am,Bahrain,8,2019-2020,231,8:00:50.154,32 Laps,15.140,Michelin,Classified,146.0,00:01:58.781000,164.0,Bahrain-2019-2020,118.781
Aston Martin Racing #98,22,17,Aston Martin Racing,Aston Martin Vantage AMR,LMGTE Am,Bahrain,8,2019-2020,231,8:00:50.733,32 Laps,0.579,Michelin,Classified,177.0,00:01:57.460000,165.9,Bahrain-2019-2020,117.46
Red River Sport #62,23,19,Red River Sport,Ferrari 488 GTE Evo,LMGTE Am,Bahrain,8,2019-2020,231,8:00:51.461,32 Laps,0.728,Michelin,Classified,181.0,00:01:58.291000,164.7,Bahrain-2019-2020,118.291
Cetilar Racing #47,24,11,Cetilar Racing,Dallara P217 - Gibson,LMP2,Bahrain,8,2019-2020,231,8:02:02.988,32 Laps,1'11.527,Michelin,Classified,176.0,00:01:50.824000,175.8,Bahrain-2019-2020,110.824
Toyota Gazoo Racing #8,1,1,Toyota Gazoo Racing,Toyota GR010 HYBRID,Hypercar,Algarve,8,2021,300,8:00:15.414,0,0,Michelin,Classified,225.0,00:01:31.006000,184.1,Algarve-2021,91.006
Toyota Gazoo Racing #7,2,2,Toyota Gazoo Racing,Toyota GR010 HYBRID,Hypercar,Algarve,8,2021,300,8:00:17.214,1.800,1.800,Michelin,Classified,258.0,00:01:31.103000,183.9,Algarve-2021,91.103
Alpine Elf Matmut #36,3,3,Alpine Elf Matmut,Alpine A480 - Gibson,Hypercar,Algarve,8,2021,300,8:01:24.011,1'08.597,1'06.797,Michelin,Classified,212.0,00:01:30.919000,184.2,Algarve-2021,90.919
JOTA #38,4,1,JOTA,Oreca 07 - Gibson,LMP2,Algarve,8,2021,296,8:01:16.228,4 Laps,4 Laps,Goodyear,Classified,234.0,00:01:32.092000,181.9,Algarve-2021,92.092
JOTA #28,5,2,JOTA,Oreca 07 - Gibson,LMP2,Algarve,8,2021,296,8:01:20.917,4 Laps,4.689,Goodyear,Classified,209.0,00:01:31.970000,182.1,Algarve-2021,91.97
United Autosports USA #22,6,3,United Autosports USA,Oreca 07 - Gibson,LMP2,Algarve,8,2021,295,8:00:21.890,5 Laps,1 Laps,Goodyear,Classified,235.0,00:01:32.509000,181.1,Algarve-2021,92.509
Team WRT #31,7,4,Team WRT,Oreca 07 - Gibson,LMP2,Algarve,8,2021,295,8:00:52.085,5 Laps,30.195,Goodyear,Classified,141.0,00:01:32.445000,181.2,Algarve-2021,92.445
Inter Europol Competition #34,8,5,Inter Europol Competition,Oreca 07 - Gibson,LMP2,Algarve,8,2021,293,8:00:29.186,7 Laps,2 Laps,Goodyear,Classified,286.0,00:01:32.383000,181.3,Algarve-2021,92.383
Richard Mille Racing Team #1,9,6,Richard Mille Racing Team,Oreca 07 - Gibson,LMP2,Algarve,8,2021,290,8:00:28.349,10 Laps,3 Laps,Goodyear,Classified,222.0,00:01:33.755000,178.7,Algarve-2021,93.755
Realteam Racing #70,10,7,Realteam Racing,Oreca 07 - Gibson,LMP2,Algarve,8,2021,290,8:01:06.800,10 Laps,38.451,Goodyear,Classified,205.0,00:01:32.392000,181.3,Algarve-2021,92.392
DragonSpeed USA #21,11,8,DragonSpeed USA,Oreca 07 - Gibson,LMP2,Algarve,8,2021,288,8:01:35.919,12 Laps,2 Laps,Goodyear,Classified,233.0,00:01:32.473000,181.1,Algarve-2021,92.473
High Class Racing #20,12,9,High Class Racing,Oreca 07 - Gibson,LMP2,Algarve,8,2021,285,8:01:41.204,15 Laps,3 Laps,Goodyear,Classified,262.0,00:01:32.685000,180.7,Algarve-2021,92.685
Racing Team Nederland #29,13,10,Racing Team Nederland,Oreca 07 - Gibson,LMP2,Algarve,8,2021,280,8:00:52.926,20 Laps,5 Laps,Goodyear,Classified,231.0,00:01:32.467000,181.2,Algarve-2021,92.467
AF Corse #51,14,1,AF Corse,Ferrari 488 GTE Evo,LMGTE Pro,Algarve,8,2021,279,8:00:44.728,21 Laps,1 Laps,Michelin,Classified,198.0,00:01:38.944000,169.3,Algarve-2021,98.944
AF Corse #52,15,2,AF Corse,Ferrari 488 GTE Evo,LMGTE Pro,Algarve,8,2021,279,8:01:09.794,21 Laps,25.066,Michelin,Classified,266.0,00:01:38.757000,169.6,Algarve-2021,98.757
Porsche GT Team #92,16,3,Porsche GT Team,Porsche 911 RSR - 19,LMGTE Pro,Algarve,8,2021,279,8:01:29.771,21 Laps,19.977,Michelin,Classified,212.0,00:01:38.760000,169.6,Algarve-2021,98.76
Porsche GT Team #91,17,4,Porsche GT Team,Porsche 911 RSR - 19,LMGTE Pro,Algarve,8,2021,278,8:00:53.322,22 Laps,1 Laps,Michelin,Classified,249.0,00:01:38.911000,169.4,Algarve-2021,98.911
Cetilar Racing #47,18,1,Cetilar Racing,Ferrari 488 GTE Evo,LMGTE Am,Algarve,8,2021,274,8:00:21.640,26 Laps,4 Laps,Michelin,Classified,244.0,00:01:38.925000,169.3,Algarve-2021,98.925
Team Project 1 #56,19,2,Team Project 1,Porsche 911 RSR - 19,LMGTE Am,Algarve,8,2021,274,8:00:27.470,26 Laps,5.830,Michelin,Classified,194.0,00:01:39.312000,168.7,Algarve-2021,99.312
AF Corse #54,20,3,AF Corse,Ferrari 488 GTE Evo,LMGTE Am,Algarve,8,2021,274,8:01:12.873,26 Laps,45.403,Michelin,Classified,204.0,00:01:39.766000,167.9,Algarve-2021,99.766
Aston Martin Racing #98,21,4,Aston Martin Racing,Aston Martin Vantage AMR,LMGTE Am,Algarve,8,2021,274,8:01:40.360,26 Laps,27.487,Michelin,Classified,249.0,00:01:39.980000,167.5,Algarve-2021,99.98
Kessel Racing #57,22,5,Kessel Racing,Ferrari 488 GTE Evo,LMGTE Am,Algarve,8,2021,274,8:01:54.470,26 Laps,14.110,Michelin,Classified,273.0,00:01:39.443000,168.4,Algarve-2021,99.443
Iron Lynx #60,23,6,Iron Lynx,Ferrari 488 GTE Evo,LMGTE Am,Algarve,8,2021,273,8:00:26.271,27 Laps,1 Laps,Michelin,Classified,238.0,00:01:39.760000,167.9,Algarve-2021,99.76
Iron Lynx #85,24,7,Iron Lynx,Ferrari 488 GTE Evo,LMGTE Am,Algarve,8,2021,273,8:01:39.125,27 Laps,1'12.854,Michelin,Classified,235.0,00:01:40.019000,167.5,Algarve-2021,100.019
TF Sport #33,25,8,TF Sport,Aston Martin Vantage AMR,LMGTE Am,Algarve,8,2021,272,8:00:58.435,28 Laps,1 Laps,Michelin,Classified,271.0,00:01:40.275000,167.0,Algarve-2021,100.275
GR Racing #86,26,9,GR Racing,Porsche 911 RSR - 19,LMGTE Am,Algarve,8,2021,271,8:00:29.488,29 Laps,1 Laps,Michelin,Classified,229.0,00:01:39.581000,168.2,Algarve-2021,99.581
Dempsey - Proton Racing #88,27,10,Dempsey - Proton Racing,Porsche 911 RSR - 19,LMGTE Am,Algarve,8,2021,269,8:00:46.324,31 Laps,2 Laps,Michelin,Classified,202.0,00:01:39.403000,168.5,Algarve-2021,99.403
AF Corse #83,28,11,AF Corse,Ferrari 488 GTE Evo,LMGTE Am,Algarve,8,2021,267,8:00:46.023,33 Laps,2 Laps,Michelin,Classified,221.0,00:01:39.961000,167.6,Algarve-2021,99.961
ARC Bratislava #44,29,11,ARC Bratislava,Ligier JSP217 - Gibson,LMP2,Algarve,8,2021,261,8:01:07.754,39 Laps,6 Laps,Goodyear,Classified,161.0,00:01:34.650000,177.0,Algarve-2021,94.65
Glickenhaus Racing #709,30,4,Glickenhaus Racing,Glickenhaus 007 LMH,Hypercar,Algarve,8,2021,246,8:00:18.660,54 Laps,15 Laps,Michelin,Classified,197.0,00:01:32.451000,181.2,Algarve-2021,92.451
Dempsey - Proton Racing #77,31,12,Dempsey - Proton Racing,Porsche 911 RSR - 19,LMGTE Am,Algarve,8,2021,88,2:38:37.830,212 Laps,158 Laps,Michelin,Not classified,68.0,00:01:40.543000,166.6,Algarve-2021,100.543
D'Station Racing #777,32,13,D'Station Racing,Aston Martin Vantage AMR,LMGTE Am,Algarve,8,2021,69,2:02:10.649,231 Laps,19 Laps,Michelin,Not classified,6.0,00:01:41.392000,165.2,Algarve-2021,101.392
Toyota Gazoo Racing #7,1,1,Toyota Gazoo Racing,Toyota GR010 HYBRID,Hypercar,LeMans,24,2021,371,24:00:50.768,0,0,Michelin,Classified,161.0,00:03:27.734000,236.1,LeMans-2021,207.734
Toyota Gazoo Racing #8,2,2,Toyota Gazoo Racing,Toyota GR010 HYBRID,Hypercar,LeMans,24,2021,369,24:00:50.861,2 Laps,2 Laps,Michelin,Classified,60.0,00:03:27.607000,236.3,LeMans-2021,207.607
Alpine Elf Matmut #36,3,3,Alpine Elf Matmut,Alpine A480 - Gibson,Hypercar,LeMans,24,2021,367,24:01:13.643,4 Laps,2 Laps,Michelin,Classified,322.0,00:03:28.994000,234.7,LeMans-2021,208.994
Glickenhaus Racing #708,4,4,Glickenhaus Racing,Glickenhaus 007 LMH,Hypercar,LeMans,24,2021,367,24:03:47.746,4 Laps,2'34.103,Michelin,Classified,342.0,00:03:30.102000,233.5,LeMans-2021,210.102
Glickenhaus Racing #709,5,5,Glickenhaus Racing,Glickenhaus 007 LMH,Hypercar,LeMans,24,2021,364,24:03:08.937,7 Laps,3 Laps,Michelin,Classified,275.0,00:03:29.427000,234.2,LeMans-2021,209.427
Team WRT #31,6,1,Team WRT,Oreca 07 - Gibson,LMP2,LeMans,24,2021,363,24:00:53.576,8 Laps,1 Laps,Goodyear,Classified,253.0,00:03:33.494000,229.8,LeMans-2021,213.494
JOTA #28,7,2,JOTA,Oreca 07 - Gibson,LMP2,LeMans,24,2021,363,24:00:54.303,8 Laps,0.727,Goodyear,Classified,337.0,00:03:31.703000,231.7,LeMans-2021,211.703
Panis Racing #65,8,3,Panis Racing,Oreca 07 - Gibson,LMP2,LeMans,24,2021,362,24:02:56.556,9 Laps,1 Laps,Goodyear,Classified,349.0,00:03:31.096000,232.4,LeMans-2021,211.096
United Autosports #23,9,4,United Autosports,Oreca 07 - Gibson,LMP2,LeMans,24,2021,361,24:04:26.714,10 Laps,1 Laps,Goodyear,Classified,311.0,00:03:33.013000,230.3,LeMans-2021,213.013
Inter Europol Competition #34,10,5,Inter Europol Competition,Oreca 07 - Gibson,LMP2,LeMans,24,2021,360,24:01:38.757,11 Laps,1 Laps,Goodyear,Classified,322.0,00:03:31.663000,231.8,LeMans-2021,211.663
IDEC Sport #48,11,6,IDEC Sport,Oreca 07 - Gibson,LMP2,LeMans,24,2021,359,24:02:12.856,12 Laps,1 Laps,Goodyear,Classified,319.0,00:03:31.734000,231.7,LeMans-2021,211.734
G-Drive Racing #26,12,7,G-Drive Racing,Aurus 01 - Gibson,LMP2,LeMans,24,2021,358,24:01:22.547,13 Laps,1 Laps,Goodyear,Classified,308.0,00:03:31.435000,232.0,LeMans-2021,211.435
JOTA #38,13,8,JOTA,Oreca 07 - Gibson,LMP2,LeMans,24,2021,358,24:02:09.758,13 Laps,47.211,Goodyear,Classified,268.0,00:03:32.288000,231.1,LeMans-2021,212.288
Duqueine Team #30,14,9,Duqueine Team,Oreca 07 - Gibson,LMP2,LeMans,24,2021,357,24:00:54.199,14 Laps,1 Laps,Goodyear,Classified,327.0,00:03:33.743000,229.5,LeMans-2021,213.743
DragonSpeed USA #21,15,10,DragonSpeed USA,Oreca 07 - Gibson,LMP2,LeMans,24,2021,356,24:01:29.753,15 Laps,1 Laps,Goodyear,Classified,320.0,00:03:33.995000,229.2,LeMans-2021,213.995
Racing Team Nederland #29,16,11,Racing Team Nederland,Oreca 07 - Gibson,LMP2,LeMans,24,2021,356,24:01:59.005,15 Laps,29.252,Goodyear,Classified,348.0,00:03:33.086000,230.2,LeMans-2021,213.086
Realteam Racing #70,17,12,Realteam Racing,Oreca 07 - Gibson,LMP2,LeMans,24,2021,356,24:03:49.671,15 Laps,1'50.666,Goodyear,Classified,224.0,00:03:34.283000,228.9,LeMans-2021,214.283
High Class Racing #20,18,13,High Class Racing,Oreca 07 - Gibson,LMP2,LeMans,24,2021,353,24:01:47.930,18 Laps,3 Laps,Goodyear,Classified,331.0,00:03:33.598000,229.7,LeMans-2021,213.598
SO24-Dirob by Graff #39,19,14,SO24-Dirob by Graff,Oreca 07 - Gibson,LMP2,LeMans,24,2021,352,24:02:21.811,19 Laps,1 Laps,Goodyear,Classified,330.0,00:03:35.650000,227.5,LeMans-2021,215.65
AF Corse #51,20,1,AF Corse,Ferrari 488 GTE Evo,LMGTE Pro,LeMans,24,2021,345,24:00:53.654,26 Laps,7 Laps,Michelin,Classified,288.0,00:03:47.818000,215.3,LeMans-2021,227.818
Corvette Racing #63,21,2,Corvette Racing,Chevrolet Corvette C8.R,LMGTE Pro,LeMans,24,2021,345,24:01:35.340,26 Laps,41.686,Michelin,Classified,277.0,00:03:47.716000,215.4,LeMans-2021,227.716
Porsche GT Team #92,22,3,Porsche GT Team,Porsche 911 RSR - 19,LMGTE Pro,LeMans,24,2021,344,24:04:19.356,27 Laps,1 Laps,Michelin,Classified,295.0,00:03:48.366000,214.8,LeMans-2021,228.366
Porsche GT Team #91,23,4,Porsche GT Team,Porsche 911 RSR - 19,LMGTE Pro,LeMans,24,2021,343,24:04:02.596,28 Laps,1 Laps,Michelin,Classified,259.0,00:03:48.895000,214.3,LeMans-2021,228.895
ARC Bratislava #44,24,15,ARC Bratislava,Oreca 07 - Gibson,LMP2,LeMans,24,2021,342,24:01:29.078,29 Laps,1 Laps,Goodyear,Classified,281.0,00:03:33.748000,229.5,LeMans-2021,213.748
AF Corse #83,25,1,AF Corse,Ferrari 488 GTE Evo,LMGTE Am,LeMans,24,2021,340,24:04:24.967,31 Laps,2 Laps,Michelin,Classified,157.0,00:03:50.943000,212.4,LeMans-2021,230.943
TF Sport #33,26,2,TF Sport,Aston Martin Vantage AMR,LMGTE Am,LeMans,24,2021,339,24:02:05.682,32 Laps,1 Laps,Michelin,Classified,269.0,00:03:49.707000,213.5,LeMans-2021,229.707
Iron Lynx #80,27,3,Iron Lynx,Ferrari 488 GTE Evo,LMGTE Am,LeMans,24,2021,338,24:01:50.393,33 Laps,1 Laps,Michelin,Classified,202.0,00:03:51.237000,212.1,LeMans-2021,231.237
Racing Team India Eurasia #74,28,16,Racing Team India Eurasia,Ligier JSP217 - Gibson,LMP2,LeMans,24,2021,338,24:03:57.555,33 Laps,2'07.162,Goodyear,Classified,260.0,00:03:38.722000,224.3,LeMans-2021,218.722
High Class Racing #49,29,17,High Class Racing,Oreca 07 - Gibson,LMP2,LeMans,24,2021,336,24:01:47.968,35 Laps,2 Laps,Goodyear,Classified,272.0,00:03:34.444000,228.7,LeMans-2021,214.444
Iron Lynx #60,30,4,Iron Lynx,Ferrari 488 GTE Evo,LMGTE Am,LeMans,24,2021,335,24:02:55.737,36 Laps,1 Laps,Michelin,Classified,184.0,00:03:52.188000,211.3,LeMans-2021,232.188
Dempsey - Proton Racing #77,31,5,Dempsey - Proton Racing,Porsche 911 RSR - 19,LMGTE Am,LeMans,24,2021,335,24:03:28.782,36 Laps,33.045,Michelin,Classified,251.0,00:03:52.722000,210.8,LeMans-2021,232.722
Association SRT41 #84,32,1,Association SRT41,Oreca 07 - Gibson,INNOVATIVE CAR,LeMans,24,2021,334,24:03:22.554,37 Laps,1 Laps,Goodyear,Classified,257.0,00:03:37.066000,226.0,LeMans-2021,217.066
D'Station Racing #777,33,6,D'Station Racing,Aston Martin Vantage AMR,LMGTE Am,LeMans,24,2021,333,24:01:20.816,38 Laps,1 Laps,Michelin,Classified,276.0,00:03:51.731000,211.7,LeMans-2021,231.731
Absolute Racing #18,34,7,Absolute Racing,Porsche 911 RSR - 19,LMGTE Am,LeMans,24,2021,332,24:00:54.484,39 Laps,1 Laps,Michelin,Classified,321.0,00:03:51.384000,212.0,LeMans-2021,231.384
TF Sport #95,35,8,TF Sport,Aston Martin Vantage AMR,LMGTE Am,LeMans,24,2021,332,24:01:21.055,39 Laps,26.571,Michelin,Classified,320.0,00:03:50.870000,212.5,LeMans-2021,230.87
Iron Lynx #85,36,9,Iron Lynx,Ferrari 488 GTE Evo,LMGTE Am,LeMans,24,2021,332,24:03:14.207,39 Laps,1'53.152,Michelin,Classified,114.0,00:03:52.043000,211.4,LeMans-2021,232.043
AF Corse #52,37,5,AF Corse,Ferrari 488 GTE Evo,LMGTE Pro,LeMans,24,2021,331,24:03:27.666,40 Laps,1 Laps,Michelin,Classified,291.0,00:03:47.809000,215.3,LeMans-2021,227.809
Herberth Motorsport #69,38,10,Herberth Motorsport,Porsche 911 RSR - 19,LMGTE Am,LeMans,24,2021,330,24:01:35.871,41 Laps,1 Laps,Michelin,Classified,281.0,00:03:54.746000,209.0,LeMans-2021,234.746
AF Corse #54,39,11,AF Corse,Ferrari 488 GTE Evo,LMGTE Am,LeMans,24,2021,329,24:04:15.815,42 Laps,1 Laps,Michelin,Classified,245.0,00:03:50.696000,212.6,LeMans-2021,230.696
United Autosports USA #22,40,18,United Autosports USA,Oreca 07 - Gibson,LMP2,LeMans,24,2021,328,24:01:51.294,43 Laps,1 Laps,Goodyear,Classified,324.0,00:03:32.263000,231.1,LeMans-2021,212.263
Inception Racing #71,41,12,Inception Racing,Ferrari 488 GTE Evo,LMGTE Am,LeMans,24,2021,327,24:00:58.759,44 Laps,1 Laps,Michelin,Classified,186.0,00:03:50.863000,212.5,LeMans-2021,230.863
Dempsey - Proton Racing #88,42,13,Dempsey - Proton Racing,Porsche 911 RSR - 19,LMGTE Am,LeMans,24,2021,327,24:02:04.599,44 Laps,1'05.840,Michelin,Classified,205.0,00:03:51.807000,211.6,LeMans-2021,231.807
GR Racing #86,43,14,GR Racing,Porsche 911 RSR - 19,LMGTE Am,LeMans,24,2021,322,24:02:59.412,49 Laps,5 Laps,Michelin,Classified,299.0,00:03:51.084000,212.3,LeMans-2021,231.084
Corvette Racing #64,44,6,Corvette Racing,Chevrolet Corvette C8.R,LMGTE Pro,LeMans,24,2021,313,24:04:09.820,58 Laps,9 Laps,Michelin,Classified,273.0,00:03:47.501000,215.6,LeMans-2021,227.501
Team WRT #41,45,19,Team WRT,Oreca 07 - Gibson,LMP2,LeMans,24,2021,362,23:56:37.967,9 Laps,-49 Laps,Goodyear,Not classified,335.0,00:03:31.887000,231.5,LeMans-2021,211.887
Risi Competizione #82,46,20,Risi Competizione,Oreca 07 - Gibson,LMP2,LeMans,24,2021,275,19:08:27.205,96 Laps,87 Laps,Goodyear,Not classified,261.0,00:03:31.646000,231.8,LeMans-2021,211.646
Rinaldi Racing #388,47,15,Rinaldi Racing,Ferrari 488 GTE Evo,LMGTE Am,LeMans,24,2021,271,20:21:46.823,100 Laps,4 Laps,Michelin,Retired,137.0,00:03:52.113000,211.3,LeMans-2021,232.113
PR1 Motorsports Mathiasen #24,48,21,PR1 Motorsports Mathiasen,Oreca 07 - Gibson,LMP2,LeMans,24,2021,261,19:28:50.174,110 Laps,10 Laps,Goodyear,Retired,225.0,00:03:33.805000,229.4,LeMans-2021,213.805
Hub Auto Racing #72,49,7,Hub Auto Racing,Porsche 911 RSR - 19,LMGTE Pro,LeMans,24,2021,227,16:26:23.653,144 Laps,34 Laps,Michelin,Retired,219.0,00:03:50.923000,212.4,LeMans-2021,230.923
WeatherTech Racing #79,50,8,WeatherTech Racing,Porsche 911 RSR - 19,LMGTE Pro,LeMans,24,2021,139,10:27:21.538,232 Laps,88 Laps,Michelin,Retired,18.0,00:03:49.579000,213.7,LeMans-2021,229.579
Team Project 1 #46,51,16,Team Project 1,Porsche 911 RSR - 19,LMGTE Am,LeMans,24,2021,138,10:48:47.118,233 Laps,1 Laps,Michelin,Retired,18.0,00:03:54.418000,209.3,LeMans-2021,234.418
Kessel Racing #57,52,17,Kessel Racing,Ferrari 488 GTE Evo,LMGTE Am,LeMans,24,2021,128,9:46:32.228,243 Laps,10 Laps,Michelin,Retired,21.0,00:03:51.064000,212.3,LeMans-2021,231.064
JMW Motorsport #66,53,18,JMW Motorsport,Ferrari 488 GTE Evo,LMGTE Am,LeMans,24,2021,117,9:20:35.788,254 Laps,11 Laps,Michelin,Retired,45.0,00:03:52.744000,210.8,LeMans-2021,232.744
Spirit of Race #55,54,19,Spirit of Race,Ferrari 488 GTE Evo,LMGTE Am,LeMans,24,2021,109,8:36:05.287,262 Laps,8 Laps,Michelin,Retired,22.0,00:03:52.793000,210.7,LeMans-2021,232.793
G-Drive Racing #25,55,22,G-Drive Racing,Aurus 01 - Gibson,LMP2,LeMans,24,2021,108,7:57:54.957,263 Laps,1 Laps,Goodyear,Retired,26.0,00:03:35.212000,227.9,LeMans-2021,215.212
Cetilar Racing #47,56,20,Cetilar Racing,Ferrari 488 GTE Evo,LMGTE Am,LeMans,24,2021,90,6:56:22.572,281 Laps,18 Laps,Michelin,Retired,20.0,00:03:51.354000,212.0,LeMans-2021,231.354
Team Project 1 #56,57,21,Team Project 1,Porsche 911 RSR - 19,LMGTE Am,LeMans,24,2021,84,6:20:24.435,287 Laps,6 Laps,Michelin,Retired,23.0,00:03:52.210000,211.2,LeMans-2021,232.21
United Autosports #32,58,23,United Autosports,Oreca 07 - Gibson,LMP2,LeMans,24,2021,75,5:10:04.179,296 Laps,9 Laps,Goodyear,Retired,48.0,00:03:34.196000,229.0,LeMans-2021,214.196
Richard Mille Racing Team #1,59,24,Richard Mille Racing Team,Oreca 07 - Gibson,LMP2,LeMans,24,2021,74,5:05:41.433,297 Laps,1 Laps,Goodyear,Retired,20.0,00:03:35.137000,228.0,LeMans-2021,215.137
Proton Competition #99,60,22,Proton Competition,Porsche 911 RSR - 19,LMGTE Am,LeMans,24,2021,66,4:54:53.633,305 Laps,8 Laps,Michelin,Retired,41.0,00:03:53.285000,210.3,LeMans-2021,233.285
Aston Martin Racing #98,61,23,Aston Martin Racing,Aston Martin Vantage AMR,LMGTE Am,LeMans,24,2021,45,3:11:43.090,326 Laps,21 Laps,Michelin,Retired,20.0,00:03:51.740000,211.7,LeMans-2021,231.74
Toyota Gazoo Racing #8,1,1,Toyota Gazoo Racing,Toyota GR010 HYBRID,Hypercar,Spa,6,2021,162,6:00:17.733,0,0,Michelin,Classified,140.0,00:02:03.930000,203.5,Spa-2021,123.93
Alpine Elf Matmut #36,2,2,Alpine Elf Matmut,Alpine A480 - Gibson,Hypercar,Spa,6,2021,162,6:01:24.929,1'07.196,1'07.196,Michelin,Classified,89.0,00:02:04.822000,202.0,Spa-2021,124.822
Toyota Gazoo Racing #7,3,3,Toyota Gazoo Racing,Toyota GR010 HYBRID,Hypercar,Spa,6,2021,161,6:00:46.363,1 Laps,1 Laps,Michelin,Classified,155.0,00:02:05.030000,201.7,Spa-2021,125.03
United Autosports USA #22,4,1,United Autosports USA,Oreca 07 - Gibson,LMP2,Spa,6,2021,161,6:01:55.453,1 Laps,1'09.090,Goodyear,Classified,2.0,00:02:05.605000,200.7,Spa-2021,125.605
JOTA #38,5,2,JOTA,Oreca 07 - Gibson,LMP2,Spa,6,2021,160,6:00:47.699,2 Laps,1 Laps,Goodyear,Classified,43.0,00:02:06.543000,199.3,Spa-2021,126.543
JOTA #28,6,3,JOTA,Oreca 07 - Gibson,LMP2,Spa,6,2021,160,6:00:59.804,2 Laps,12.105,Goodyear,Classified,113.0,00:02:06.819000,198.8,Spa-2021,126.819
Racing Team Nederland #29,7,4,Racing Team Nederland,Oreca 07 - Gibson,LMP2,Spa,6,2021,159,6:00:32.548,3 Laps,1 Laps,Goodyear,Classified,122.0,00:02:06.384000,199.5,Spa-2021,126.384
Inter Europol Competition #34,8,5,Inter Europol Competition,Oreca 07 - Gibson,LMP2,Spa,6,2021,159,6:02:06.270,3 Laps,1'33.722,Goodyear,Classified,79.0,00:02:07.012000,198.5,Spa-2021,127.012
Realteam Racing #70,9,6,Realteam Racing,Oreca 07 - Gibson,LMP2,Spa,6,2021,158,6:00:58.103,4 Laps,1 Laps,Goodyear,Classified,35.0,00:02:06.434000,199.4,Spa-2021,126.434
DragonSpeed USA #21,10,7,DragonSpeed USA,Oreca 07 - Gibson,LMP2,Spa,6,2021,158,6:01:00.342,4 Laps,2.239,Goodyear,Classified,82.0,00:02:06.392000,199.5,Spa-2021,126.392
Richard Mille Racing Team #1,11,8,Richard Mille Racing Team,Oreca 07 - Gibson,LMP2,Spa,6,2021,158,6:02:22.851,4 Laps,1'22.509,Goodyear,Classified,83.0,00:02:08.144000,196.8,Spa-2021,128.144
High Class Racing #20,12,9,High Class Racing,Oreca 07 - Gibson,LMP2,Spa,6,2021,157,6:00:23.109,5 Laps,1 Laps,Goodyear,Classified,121.0,00:02:07.231000,198.2,Spa-2021,127.231
G-Drive Racing #25,13,10,G-Drive Racing,Aurus 01 - Gibson,LMP2,Spa,6,2021,157,6:01:11.900,5 Laps,48.791,Goodyear,Classified,52.0,00:02:07.442000,197.8,Spa-2021,127.442
